;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 14/05/2025 17:17:56
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x0000	0xFFFC2001  	537001980
0x4E68	0xBF00    NOP
0x4E6A	0xBF00    NOP
0x4E6C	0xBF00    NOP
;main.c, 353 :: 		Delay_ms(1000);
0x4E6E	0xF64757FE  MOVW	R7, #32254
0x4E72	0xF2C03756  MOVT	R7, #854
0x4E76	0xBF00    NOP
0x4E78	0xBF00    NOP
L_application_task55:
0x4E7A	0x1E7F    SUBS	R7, R7, #1
0x4E7C	0xD1FD    BNE	L_application_task55
0x4E7E	0xBF00    NOP
0x4E80	0xBF00    NOP
0x4E82	0xBF00    NOP
;main.c, 354 :: 		Delay_ms(500);
0x4E84	0xF64367FE  MOVW	R7, #16126
0x4E88	0xF2C017AB  MOVT	R7, #427
0x4E8C	0xBF00    NOP
0x4E8E	0xBF00    NOP
L_application_task57:
0x4E90	0x1E7F    SUBS	R7, R7, #1
0x4E92	0xD1FD    BNE	L_application_task57
0x4E94	0xBF00    NOP
0x4E96	0xBF00    NOP
0x4E98	0xBF00    NOP
;main.c, 355 :: 		}
L_application_task45:
;main.c, 356 :: 		}
L_end_application_task:
0x4E9A	0xF8DDE000  LDR	LR, [SP, #0]
0x4E9E	0xB007    ADD	SP, SP, #28
0x4EA0	0x4770    BX	LR
0x4EA2	0xBF00    NOP
0x4EA4	0x04EF2000  	?lstr37_main+0
0x4EA8	0x09302000  	main_hallcurrent5+0
0x4EAC	0x64CA0000  	?lstr_38_main+0
0x4EB0	0x053F2000  	main_logger+0
0x4EB4	0x000044FA  	#1157234688
0x4EB8	0x63180000  	?lstr_39_main+0
0x4EBC	0x650B0000  	?lstr_40_main+0
0x4EC0	0x094C2000  	_json_data+0
0x4EC4	0x05860000  	?lstr_41_main+0
0x4EC8	0x65460000  	?lstr_42_main+0
0x4ECC	0x02242000  	main_app_buf+0
0x4ED0	0x64B80000  	?lstr_43_main+0
0x4ED4	0x097E2000  	_page+0
0x4ED8	0x63F00000  	?lstr_44_main+0
0x4EDC	0x64110000  	?lstr_45_main+0
0x4EE0	0x64A40000  	?lstr_46_main+0
0x4EE4	0x65900000  	?lstr_47_main+0
0x4EE8	0x63460000  	?lstr_48_main+0
0x4EEC	0x64FD0000  	?lstr_49_main+0
0x4EF0	0x65640000  	?lstr_50_main+0
0x4EF4	0x64540000  	?lstr_51_main+0
0x4EF8	0x65300000  	?lstr_52_main+0
0x4EFC	0x04F42000  	_page_len+0
0x4F00	0x657C0000  	?lstr_53_main+0
0x4F04	0x04FE2000  	main_link_id+0
0x4F08	0x05002000  	_send_buf+0
0x4F0C	0x0DB20000  	?lstr_54_main+0
0x4F10	0x050A2000  	?lstr55_main+0
0x4F14	0x05DC2000  	main_wifiesp+0
0x4F18	0x05152000  	?lstr56_main+0
0x4F1C	0x09482000  	main_app_error_flag+0
0x4F20	0x05172000  	?lstr57_main+0
0x4F24	0x051F2000  	?lstr58_main+0
0x4F28	0x052B2000  	?lstr59_main+0
0x4F2C	0x05EC2000  	main_wifiesp+16
; end of _application_task
_hallcurrent5_get_current:
;hallcurrent5.c, 90 :: 		float hallcurrent5_get_current ( hallcurrent5_t *ctx )
0x4248	0xB082    SUB	SP, SP, #8
0x424A	0xF8CDE000  STR	LR, [SP, #0]
;hallcurrent5.c, 95 :: 		voltage = hallcurrent5_generic_read_voltage( ctx );
0x424E	0x9001    STR	R0, [SP, #4]
0x4250	0xF7FFFC10  BL	_hallcurrent5_generic_read_voltage+0
0x4254	0x9801    LDR	R0, [SP, #4]
;hallcurrent5.c, 96 :: 		voltage *= 1000;
0x4256	0x4911    LDR	R1, [PC, #68]
0x4258	0xEE001A90  VMOV	S1, R1
0x425C	0xEE600A20  VMUL.F32	S1, S0, S1
;hallcurrent5.c, 97 :: 		current = ( ( voltage - ctx->dev_init_volt - 12 ) / 66.0 ) * 1000.0;
0x4260	0xF2000114  ADDW	R1, R0, #20
0x4264	0x8809    LDRH	R1, [R1, #0]
0x4266	0xEE001A10  VMOV	S0, R1
0x426A	0xEEB80A40  VCVT.F32.U32	S0, S0
0x426E	0xEE700AC0  VSUB.F32	S1, S1, S0
0x4272	0xEEB20A08  VMOV.F32	S0, #12
0x4276	0xEE700AC0  VSUB.F32	S1, S1, S0
0x427A	0x4909    LDR	R1, [PC, #36]
0x427C	0xEE001A10  VMOV	S0, R1
0x4280	0xEEC00A80  VDIV.F32	S1, S1, S0
0x4284	0x4905    LDR	R1, [PC, #20]
0x4286	0xEE001A10  VMOV	S0, R1
0x428A	0xEE200A80  VMUL.F32	S0, S1, S0
;hallcurrent5.c, 99 :: 		return current;
0x428E	0xEEB00A40  VMOV.F32	S0, S0
;hallcurrent5.c, 100 :: 		}
L_end_hallcurrent5_get_current:
0x4292	0xF8DDE000  LDR	LR, [SP, #0]
0x4296	0xB002    ADD	SP, SP, #8
0x4298	0x4770    BX	LR
0x429A	0xBF00    NOP
0x429C	0x0000447A  	#1148846080
0x42A0	0x00004284  	#1115947008
; end of _hallcurrent5_get_current
_hallcurrent5_generic_read_voltage:
;hallcurrent5.c, 81 :: 		float hallcurrent5_generic_read_voltage ( hallcurrent5_t *ctx )
0x3A74	0xB082    SUB	SP, SP, #8
0x3A76	0xF8CDE000  STR	LR, [SP, #0]
;hallcurrent5.c, 85 :: 		analog_in_read_voltage( &ctx->adc, &voltage );
0x3A7A	0xAA01    ADD	R2, SP, #4
0x3A7C	0xF2000108  ADDW	R1, R0, #8
0x3A80	0x4608    MOV	R0, R1
0x3A82	0x4611    MOV	R1, R2
0x3A84	0xF7FFFCBE  BL	_analog_in_read_voltage+0
;hallcurrent5.c, 87 :: 		return voltage;
0x3A88	0xED9D0A01  VLDR.32	S0, [SP, #4]
;hallcurrent5.c, 88 :: 		}
L_end_hallcurrent5_generic_read_voltage:
0x3A8C	0xF8DDE000  LDR	LR, [SP, #0]
0x3A90	0xB002    ADD	SP, SP, #8
0x3A92	0x4770    BX	LR
; end of _hallcurrent5_generic_read_voltage
_analog_in_read_voltage:
;drv_analog_in.c, 244 :: 		err_t analog_in_read_voltage( analog_in_t *obj, float *readDatabuf )
0x3404	0xB086    SUB	SP, SP, #24
0x3406	0xF8CDE000  STR	LR, [SP, #0]
0x340A	0x9105    STR	R1, [SP, #20]
0x340C	0x4601    MOV	R1, R0
;drv_analog_in.c, 246 :: 		if ( _acquire( obj, false ) != ACQUIRE_FAIL )
0x340E	0x9101    STR	R1, [SP, #4]
0x3410	0x4608    MOV	R0, R1
0x3412	0x2100    MOVS	R1, #0
0x3414	0xF7FFFFBC  BL	drv_analog_in__acquire+0
0x3418	0x9901    LDR	R1, [SP, #4]
0x341A	0xF1B03FFF  CMP	R0, #-1
0x341E	0xF0008073  BEQ	L_analog_in_read_voltage29
;drv_analog_in.c, 254 :: 		hal_adc_t *hal_obj = ( hal_adc_t * ) obj;
0x3422	0x9103    STR	R1, [SP, #12]
;drv_analog_in.c, 256 :: 		hal_adc_handle_register_t *hal_handle = ( hal_adc_handle_register_t * )hal_is_handle_null( (handle_t *)&obj->handle );
0x3424	0x4608    MOV	R0, R1
0x3426	0xF000FA6B  BL	drv_analog_in_hal_is_handle_null+0
0x342A	0x9004    STR	R0, [SP, #16]
;drv_analog_in.c, 257 :: 		err_t hal_status = HAL_ADC_SUCCESS;
0x342C	0xF04F0000  MOV	R0, #0
;drv_analog_in.c, 259 :: 		if ( !hal_handle )
0x3430	0x9A04    LDR	R2, [SP, #16]
0x3432	0xB912    CBNZ	R2, L_analog_in_read_voltage30
;drv_analog_in.c, 261 :: 		return HAL_ADC_ERROR;
0x3434	0xF04F30FF  MOV	R0, #-1
0x3438	0xE068    B	L_end_analog_in_read_voltage
;drv_analog_in.c, 262 :: 		}
L_analog_in_read_voltage30:
;drv_analog_in.c, 264 :: 		if ( !readDatabuf )
0x343A	0x9A05    LDR	R2, [SP, #20]
0x343C	0xB912    CBNZ	R2, L_analog_in_read_voltage31
;drv_analog_in.c, 266 :: 		return HAL_ADC_ERROR;
0x343E	0xF04F30FF  MOV	R0, #-1
0x3442	0xE063    B	L_end_analog_in_read_voltage
;drv_analog_in.c, 267 :: 		}
L_analog_in_read_voltage31:
;drv_analog_in.c, 269 :: 		if ( hal_handle->init_state == false )
0x3444	0x9A04    LDR	R2, [SP, #16]
0x3446	0x3208    ADDS	R2, #8
0x3448	0x7812    LDRB	R2, [R2, #0]
0x344A	0xB932    CBNZ	R2, L__analog_in_read_voltage54
;drv_analog_in.c, 271 :: 		hal_status = hal_ll_module_configure_adc( (handle_t *)&hal_handle );
0x344C	0xAA04    ADD	R2, SP, #16
0x344E	0x4610    MOV	R0, R2
0x3450	0xF7FFFDC4  BL	_hal_ll_module_configure_adc+0
0x3454	0x4601    MOV	R1, R0
0x3456	0x4608    MOV	R0, R1
;drv_analog_in.c, 272 :: 		}
0x3458	0xE7FF    B	L_analog_in_read_voltage32
L__analog_in_read_voltage54:
;drv_analog_in.c, 269 :: 		if ( hal_handle->init_state == false )
;drv_analog_in.c, 272 :: 		}
L_analog_in_read_voltage32:
;drv_analog_in.c, 274 :: 		if ( hal_status != HAL_ADC_SUCCESS )
0x345A	0xB110    CBZ	R0, L_analog_in_read_voltage33
;drv_analog_in.c, 276 :: 		return HAL_ADC_ERROR;
0x345C	0xF04F30FF  MOV	R0, #-1
0x3460	0xE054    B	L_end_analog_in_read_voltage
;drv_analog_in.c, 277 :: 		} else {
L_analog_in_read_voltage33:
;drv_analog_in.c, 278 :: 		hal_handle->init_state = true;
0x3462	0x9A04    LDR	R2, [SP, #16]
0x3464	0xF2020308  ADDW	R3, R2, #8
0x3468	0x2201    MOVS	R2, #1
0x346A	0x701A    STRB	R2, [R3, #0]
;drv_analog_in.c, 279 :: 		}
;drv_analog_in.c, 281 :: 		if ( hal_ll_adc_read( (handle_t *)&hal_handle, &adc_value ) == HAL_ADC_SUCCESS )
0x346C	0xAB02    ADD	R3, SP, #8
0x346E	0xAA04    ADD	R2, SP, #16
0x3470	0x4619    MOV	R1, R3
0x3472	0x4610    MOV	R0, R2
0x3474	0xF7FFFC9A  BL	_hal_ll_adc_read+0
0x3478	0x2800    CMP	R0, #0
0x347A	0xD142    BNE	L_analog_in_read_voltage35
;drv_analog_in.c, 283 :: 		switch( hal_obj->config.resolution ) {
0x347C	0x9A03    LDR	R2, [SP, #12]
0x347E	0x1D12    ADDS	R2, R2, #4
0x3480	0x1C93    ADDS	R3, R2, #2
0x3482	0xE012    B	L_analog_in_read_voltage36
;drv_analog_in.c, 284 :: 		case HAL_ADC_RESOLUTION_6_BIT:
L_analog_in_read_voltage38:
;drv_analog_in.c, 285 :: 		local_resolution = HAL_ADC_6BIT_RES_VAL;
0x3484	0x203F    MOVS	R0, #63
;drv_analog_in.c, 286 :: 		break;
0x3486	0xE023    B	L_analog_in_read_voltage37
;drv_analog_in.c, 287 :: 		case HAL_ADC_RESOLUTION_8_BIT:
L_analog_in_read_voltage39:
;drv_analog_in.c, 288 :: 		local_resolution = HAL_ADC_8BIT_RES_VAL;
0x3488	0x20FF    MOVS	R0, #255
;drv_analog_in.c, 289 :: 		break;
0x348A	0xE021    B	L_analog_in_read_voltage37
;drv_analog_in.c, 290 :: 		case HAL_ADC_RESOLUTION_10_BIT:
L_analog_in_read_voltage40:
;drv_analog_in.c, 291 :: 		local_resolution = HAL_ADC_10BIT_RES_VAL;
0x348C	0xF24030FF  MOVW	R0, #1023
;drv_analog_in.c, 292 :: 		break;
0x3490	0xE01E    B	L_analog_in_read_voltage37
;drv_analog_in.c, 293 :: 		case HAL_ADC_RESOLUTION_12_BIT:
L_analog_in_read_voltage41:
;drv_analog_in.c, 294 :: 		local_resolution = HAL_ADC_12BIT_RES_VAL;
0x3492	0xF64070FF  MOVW	R0, #4095
;drv_analog_in.c, 295 :: 		break;
0x3496	0xE01B    B	L_analog_in_read_voltage37
;drv_analog_in.c, 296 :: 		case HAL_ADC_RESOLUTION_14_BIT:
L_analog_in_read_voltage42:
;drv_analog_in.c, 297 :: 		local_resolution = HAL_ADC_14BIT_RES_VAL;
0x3498	0xF64370FF  MOVW	R0, #16383
;drv_analog_in.c, 298 :: 		break;
0x349C	0xE018    B	L_analog_in_read_voltage37
;drv_analog_in.c, 299 :: 		case HAL_ADC_RESOLUTION_16_BIT:
L_analog_in_read_voltage43:
;drv_analog_in.c, 300 :: 		local_resolution = HAL_ADC_16BIT_RES_VAL;
0x349E	0xF64F70FF  MOVW	R0, #65535
;drv_analog_in.c, 301 :: 		break;
0x34A2	0xE015    B	L_analog_in_read_voltage37
;drv_analog_in.c, 303 :: 		default:
L_analog_in_read_voltage44:
;drv_analog_in.c, 304 :: 		return HAL_ADC_ERROR;
0x34A4	0xF04F30FF  MOV	R0, #-1
0x34A8	0xE030    B	L_end_analog_in_read_voltage
;drv_analog_in.c, 305 :: 		}
L_analog_in_read_voltage36:
0x34AA	0x781A    LDRB	R2, [R3, #0]
0x34AC	0x2A01    CMP	R2, #1
0x34AE	0xD0E9    BEQ	L_analog_in_read_voltage38
0x34B0	0x781A    LDRB	R2, [R3, #0]
0x34B2	0x2A02    CMP	R2, #2
0x34B4	0xD0E8    BEQ	L_analog_in_read_voltage39
0x34B6	0x781A    LDRB	R2, [R3, #0]
0x34B8	0x2A03    CMP	R2, #3
0x34BA	0xD0E7    BEQ	L_analog_in_read_voltage40
0x34BC	0x781A    LDRB	R2, [R3, #0]
0x34BE	0x2A04    CMP	R2, #4
0x34C0	0xD0E7    BEQ	L_analog_in_read_voltage41
0x34C2	0x781A    LDRB	R2, [R3, #0]
0x34C4	0x2A05    CMP	R2, #5
0x34C6	0xD0E7    BEQ	L_analog_in_read_voltage42
0x34C8	0x781A    LDRB	R2, [R3, #0]
0x34CA	0x2A06    CMP	R2, #6
0x34CC	0xD0E7    BEQ	L_analog_in_read_voltage43
0x34CE	0xE7E9    B	L_analog_in_read_voltage44
L_analog_in_read_voltage37:
;drv_analog_in.c, 306 :: 		*readDatabuf = ( adc_value * ( hal_obj->config.vref_value ) ) / ( local_resolution );
0x34D0	0x9A03    LDR	R2, [SP, #12]
0x34D2	0x1D12    ADDS	R2, R2, #4
0x34D4	0x1D13    ADDS	R3, R2, #4
0x34D6	0xF8BD2008  LDRH	R2, [SP, #8]
0x34DA	0xEE002A90  VMOV	S1, R2
0x34DE	0xEEF80A60  VCVT.F32.U32	S1, S1
0x34E2	0xED130A00  VLDR.32	S0, [R3, #0]
0x34E6	0xEE600A80  VMUL.F32	S1, S1, S0
0x34EA	0xEE000A10  VMOV	S0, R0
0x34EE	0xEEB80A40  VCVT.F32.U32	S0, S0
0x34F2	0xEE800A80  VDIV.F32	S0, S1, S0
0x34F6	0x9A05    LDR	R2, [SP, #20]
0x34F8	0xED020A00  VSTR.32	S0, [R2, #0]
;drv_analog_in.c, 307 :: 		return HAL_ADC_SUCCESS;
0x34FC	0xF2400000  MOVW	R0, #0
0x3500	0xE004    B	L_end_analog_in_read_voltage
;drv_analog_in.c, 308 :: 		} else {
L_analog_in_read_voltage35:
;drv_analog_in.c, 309 :: 		return HAL_ADC_ERROR;
0x3502	0xF04F30FF  MOV	R0, #-1
0x3506	0xE001    B	L_end_analog_in_read_voltage
;drv_analog_in.c, 310 :: 		}
;drv_analog_in.c, 312 :: 		} else {
L_analog_in_read_voltage29:
;drv_analog_in.c, 313 :: 		return ADC_ERROR;
0x3508	0xF04F30FF  MOV	R0, #-1
;drv_analog_in.c, 314 :: 		}
;drv_analog_in.c, 315 :: 		}
L_end_analog_in_read_voltage:
0x350C	0xF8DDE000  LDR	LR, [SP, #0]
0x3510	0xB006    ADD	SP, SP, #24
0x3512	0x4770    BX	LR
; end of _analog_in_read_voltage
_hal_ll_module_configure_adc:
;hal_ll_adc.c, 339 :: 		hal_ll_err_t hal_ll_module_configure_adc( handle_t *handle )
0x2FDC	0xB083    SUB	SP, SP, #12
0x2FDE	0xF8CDE000  STR	LR, [SP, #0]
0x2FE2	0x4605    MOV	R5, R0
;hal_ll_adc.c, 341 :: 		hal_ll_adc_hw_specifics_map_local = hal_ll_get_specifics(hal_ll_adc_get_module_state_address);
0x2FE4	0x6828    LDR	R0, [R5, #0]
0x2FE6	0xF7FEFC3F  BL	hal_ll_adc_hal_ll_get_specifics+0
0x2FEA	0x4917    LDR	R1, [PC, #92]
0x2FEC	0x6008    STR	R0, [R1, #0]
;hal_ll_adc.c, 342 :: 		hal_ll_adc_handle_register_t *hal_handle = (hal_ll_adc_handle_register_t *)*handle;
0x2FEE	0x6829    LDR	R1, [R5, #0]
0x2FF0	0x460C    MOV	R4, R1
;hal_ll_adc.c, 343 :: 		uint8_t pin_check_result = hal_ll_adc_hw_specifics_map_local->module_index;
0x2FF2	0x1D01    ADDS	R1, R0, #4
0x2FF4	0x7809    LDRB	R1, [R1, #0]
0x2FF6	0xB2CD    UXTB	R5, R1
;hal_ll_adc.c, 345 :: 		hal_ll_adc_init( hal_ll_adc_hw_specifics_map_local );
0x2FF8	0x4601    MOV	R1, R0
0x2FFA	0xF88D5004  STRB	R5, [SP, #4]
0x2FFE	0x9402    STR	R4, [SP, #8]
0x3000	0x4608    MOV	R0, R1
0x3002	0xF7FFFDE3  BL	hal_ll_adc_hal_ll_adc_init+0
0x3006	0x9C02    LDR	R4, [SP, #8]
0x3008	0xF89D5004  LDRB	R5, [SP, #4]
;hal_ll_adc.c, 347 :: 		hal_ll_module_state[pin_check_result].hal_ll_adc_handle = (handle_t *)&hal_ll_adc_hw_specifics_map[pin_check_result].base;
0x300C	0x210C    MOVS	R1, #12
0x300E	0xFB01F205  MUL	R2, R1, R5
0x3012	0x490E    LDR	R1, [PC, #56]
0x3014	0x188B    ADDS	R3, R1, R2
0x3016	0x2118    MOVS	R1, #24
0x3018	0xFB01F205  MUL	R2, R1, R5
0x301C	0x490C    LDR	R1, [PC, #48]
0x301E	0x1889    ADDS	R1, R1, R2
0x3020	0x6019    STR	R1, [R3, #0]
;hal_ll_adc.c, 348 :: 		hal_ll_module_state[pin_check_result].init_ll_state = true;
0x3022	0x210C    MOVS	R1, #12
0x3024	0xFB01F205  MUL	R2, R1, R5
0x3028	0x4908    LDR	R1, [PC, #32]
0x302A	0x1889    ADDS	R1, R1, R2
0x302C	0xF2010208  ADDW	R2, R1, #8
0x3030	0x2101    MOVS	R1, #1
0x3032	0x7011    STRB	R1, [R2, #0]
;hal_ll_adc.c, 349 :: 		hal_handle->init_ll_state = true;
0x3034	0xF2040208  ADDW	R2, R4, #8
0x3038	0x2101    MOVS	R1, #1
0x303A	0x7011    STRB	R1, [R2, #0]
;hal_ll_adc.c, 351 :: 		return HAL_LL_ADC_SUCCESS;
0x303C	0xF2400000  MOVW	R0, #0
;hal_ll_adc.c, 352 :: 		}
L_end_hal_ll_module_configure_adc:
0x3040	0xF8DDE000  LDR	LR, [SP, #0]
0x3044	0xB003    ADD	SP, SP, #12
0x3046	0x4770    BX	LR
0x3048	0x05B02000  	hal_ll_adc_hal_ll_adc_hw_specifics_map_local+0
0x304C	0x00402000  	hal_ll_adc_hal_ll_module_state+0
0x3050	0x00642000  	hal_ll_adc_hal_ll_adc_hw_specifics_map+0
; end of _hal_ll_module_configure_adc
_hal_ll_adc_read:
;hal_ll_adc.c, 416 :: 		hal_ll_err_t hal_ll_adc_read( handle_t *handle, uint16_t *readDatabuf )
0x2DAC	0xB081    SUB	SP, SP, #4
0x2DAE	0xF8CDE000  STR	LR, [SP, #0]
0x2DB2	0x4607    MOV	R7, R0
0x2DB4	0x460E    MOV	R6, R1
;hal_ll_adc.c, 418 :: 		hal_ll_adc_hw_specifics_map_local = hal_ll_get_specifics(hal_ll_adc_get_module_state_address);
0x2DB6	0x6838    LDR	R0, [R7, #0]
0x2DB8	0xF7FEFD56  BL	hal_ll_adc_hal_ll_get_specifics+0
0x2DBC	0x4D19    LDR	R5, [PC, #100]
0x2DBE	0x6028    STR	R0, [R5, #0]
;hal_ll_adc.c, 419 :: 		low_level_handle = hal_ll_adc_get_handle;
0x2DC0	0x683A    LDR	R2, [R7, #0]
0x2DC2	0x6813    LDR	R3, [R2, #0]
0x2DC4	0x4A18    LDR	R2, [PC, #96]
0x2DC6	0x6013    STR	R3, [R2, #0]
;hal_ll_adc.c, 420 :: 		hal_ll_adc_base_handle_t *base = ( hal_ll_adc_base_handle_t * )hal_ll_adc_hw_specifics_map_local->base ;
0x2DC8	0x6802    LDR	R2, [R0, #0]
0x2DCA	0x4610    MOV	R0, R2
;hal_ll_adc.c, 422 :: 		base->sqr3 &= ~HAL_LL_ADC_CONVERSION_ONE;
0x2DCC	0xF2020434  ADDW	R4, R2, #52
0x2DD0	0x6823    LDR	R3, [R4, #0]
0x2DD2	0xF06F021F  MVN	R2, #31
0x2DD6	0xEA030202  AND	R2, R3, R2, LSL #0
0x2DDA	0x6022    STR	R2, [R4, #0]
;hal_ll_adc.c, 423 :: 		base->sqr3 |= ( ( hal_ll_adc_hw_specifics_map_local->channel ) & ( HAL_LL_ADC_CONVERSION_ONE ) );
0x2DDC	0xF2000434  ADDW	R4, R0, #52
0x2DE0	0x462A    MOV	R2, R5
0x2DE2	0x6812    LDR	R2, [R2, #0]
0x2DE4	0x3214    ADDS	R2, #20
0x2DE6	0x7812    LDRB	R2, [R2, #0]
0x2DE8	0xF002031F  AND	R3, R2, #31
0x2DEC	0x6822    LDR	R2, [R4, #0]
0x2DEE	0x431A    ORRS	R2, R3
0x2DF0	0x6022    STR	R2, [R4, #0]
;hal_ll_adc.c, 426 :: 		set_reg_bit( &( base->cr2 ), HAL_LL_ADC_SWSTART_BIT );
0x2DF2	0xF2000308  ADDW	R3, R0, #8
0x2DF6	0x681A    LDR	R2, [R3, #0]
0x2DF8	0xF0424280  ORR	R2, R2, #1073741824
0x2DFC	0x601A    STR	R2, [R3, #0]
;hal_ll_adc.c, 429 :: 		Delay_1us();
0x2DFE	0xF7FEF8E7  BL	_Delay_1us+0
0x2E02	0x4631    MOV	R1, R6
;hal_ll_adc.c, 431 :: 		while ( !( check_reg_bit( &( base->sr ), HAL_LL_ADC_SR_EOC_BIT ) ) );
L_hal_ll_adc_read24:
0x2E04	0x6802    LDR	R2, [R0, #0]
0x2E06	0xF0020202  AND	R2, R2, #2
0x2E0A	0xB902    CBNZ	R2, L_hal_ll_adc_read25
0x2E0C	0xE7FA    B	L_hal_ll_adc_read24
L_hal_ll_adc_read25:
;hal_ll_adc.c, 433 :: 		*readDatabuf = base->dr;
0x2E0E	0xF200024C  ADDW	R2, R0, #76
0x2E12	0x6812    LDR	R2, [R2, #0]
0x2E14	0x800A    STRH	R2, [R1, #0]
;hal_ll_adc.c, 435 :: 		return HAL_LL_ADC_SUCCESS;
0x2E16	0xF2400000  MOVW	R0, #0
;hal_ll_adc.c, 436 :: 		}
L_end_hal_ll_adc_read:
0x2E1A	0xF8DDE000  LDR	LR, [SP, #0]
0x2E1E	0xB001    ADD	SP, SP, #4
0x2E20	0x4770    BX	LR
0x2E22	0xBF00    NOP
0x2E24	0x05B02000  	hal_ll_adc_hal_ll_adc_hw_specifics_map_local+0
0x2E28	0x05B42000  	hal_ll_adc_low_level_handle+0
; end of _hal_ll_adc_read
_Delay_1us:
;__lib_delays.c, 28 :: 		void Delay_1us()
0x0FD0	0xB081    SUB	SP, SP, #4
;__lib_delays.c, 30 :: 		Delay_us( 1 );
0x0FD2	0xF2400736  MOVW	R7, #54
0x0FD6	0xF2C00700  MOVT	R7, #0
L_Delay_1us0:
0x0FDA	0x1E7F    SUBS	R7, R7, #1
0x0FDC	0xD1FD    BNE	L_Delay_1us0
0x0FDE	0xBF00    NOP
0x0FE0	0xBF00    NOP
0x0FE2	0xBF00    NOP
0x0FE4	0xBF00    NOP
0x0FE6	0xBF00    NOP
;__lib_delays.c, 31 :: 		}
L_end_Delay_1us:
0x0FE8	0xB001    ADD	SP, SP, #4
0x0FEA	0x4770    BX	LR
; end of _Delay_1us
_float_to_str:
;conversions.c, 835 :: 		uint8_t float_to_str( float f_num, char * string )
0x44A0	0xB083    SUB	SP, SP, #12
0x44A2	0xF8CDE000  STR	LR, [SP, #0]
0x44A6	0x4604    MOV	R4, R0
;conversions.c, 843 :: 		dexpon = 0;
0x44A8	0x2000    MOVS	R0, #0
0x44AA	0xB240    SXTB	R0, R0
;conversions.c, 844 :: 		bpoint = 0;
0x44AC	0x2300    MOVS	R3, #0
0x44AE	0xB25B    SXTB	R3, R3
;conversions.c, 845 :: 		un.fl = f_num;
0x44B0	0xED8D0A02  VSTR.32	S0, [SP, #8]
;conversions.c, 847 :: 		if ( un.ul == F32_NAN )
0x44B4	0x9902    LDR	R1, [SP, #8]
0x44B6	0xF1B13FFF  CMP	R1, #-1
0x44BA	0xD105    BNE	L_float_to_str117
;conversions.c, 849 :: 		strcpy( string, "NaN" );
0x44BC	0x498A    LDR	R1, [PC, #552]
0x44BE	0x4620    MOV	R0, R4
0x44C0	0xF7FFFA60  BL	_strcpy+0
;conversions.c, 850 :: 		return 3;                   // return 3 if not a number (NaN)
0x44C4	0x2003    MOVS	R0, #3
0x44C6	0xE10B    B	L_end_float_to_str
;conversions.c, 851 :: 		}
L_float_to_str117:
;conversions.c, 853 :: 		i = 1;                          // The function returns 1 if +INF or 2 if -INF
0x44C8	0x2501    MOVS	R5, #1
;conversions.c, 856 :: 		if ( un.uc[F32_BO] & 0x80 )
0x44CA	0xA902    ADD	R1, SP, #8
0x44CC	0x1CC9    ADDS	R1, R1, #3
0x44CE	0x7809    LDRB	R1, [R1, #0]
0x44D0	0xF0010180  AND	R1, R1, #128
0x44D4	0xB2C9    UXTB	R1, R1
0x44D6	0xB169    CBZ	R1, L__float_to_str354
;conversions.c, 858 :: 		un.uc[F32_BO] ^= 0x80;      // If fnum < 0 then fnum = -fnum
0x44D8	0xA902    ADD	R1, SP, #8
0x44DA	0x1CCA    ADDS	R2, R1, #3
0x44DC	0x7811    LDRB	R1, [R2, #0]
0x44DE	0xF0810180  EOR	R1, R1, #128
0x44E2	0x7011    STRB	R1, [R2, #0]
;conversions.c, 859 :: 		i++;
0x44E4	0x1C69    ADDS	R1, R5, #1
0x44E6	0xB2CA    UXTB	R2, R1
;conversions.c, 860 :: 		*string++ = '-';
0x44E8	0x212D    MOVS	R1, #45
0x44EA	0x7021    STRB	R1, [R4, #0]
0x44EC	0x1C64    ADDS	R4, R4, #1
0x44EE	0xB2D7    UXTB	R7, R2
0x44F0	0x4626    MOV	R6, R4
;conversions.c, 861 :: 		}
0x44F2	0xE001    B	L_float_to_str118
L__float_to_str354:
;conversions.c, 856 :: 		if ( un.uc[F32_BO] & 0x80 )
0x44F4	0x4626    MOV	R6, R4
0x44F6	0xB2EF    UXTB	R7, R5
;conversions.c, 861 :: 		}
L_float_to_str118:
;conversions.c, 871 :: 		if ( un.ul == F32_ZERO )
0x44F8	0x9902    LDR	R1, [SP, #8]
0x44FA	0xB929    CBNZ	R1, L_float_to_str119
;conversions.c, 873 :: 		strcpy( string, "0" );
0x44FC	0x497B    LDR	R1, [PC, #492]
0x44FE	0x4630    MOV	R0, R6
0x4500	0xF7FFFA40  BL	_strcpy+0
;conversions.c, 874 :: 		return 0;
0x4504	0x2000    MOVS	R0, #0
0x4506	0xE0EB    B	L_end_float_to_str
;conversions.c, 875 :: 		}
L_float_to_str119:
;conversions.c, 877 :: 		if ( un.ul == F32_PLUS_INF )
0x4508	0x9902    LDR	R1, [SP, #8]
0x450A	0xF1B14FFF  CMP	R1, #2139095040
0x450E	0xD105    BNE	L_float_to_str120
;conversions.c, 879 :: 		strcpy( string, "INF" );
0x4510	0x4977    LDR	R1, [PC, #476]
0x4512	0x4630    MOV	R0, R6
0x4514	0xF7FFFA36  BL	_strcpy+0
